Time,Temp,Hum
2021/08/11 7:33,26.6,75.4
2021/08/11 7:33,26.6,75.4
2021/08/11 7:33,26.5,75.4
2021/08/11 7:33,26.6,75.3
2021/08/11 7:33,26.6,75.3
2021/08/11 7:33,26.6,75.2
2021/08/11 7:33,26.6,75.2
2021/08/11 7:33,26.6,75.2
2021/08/11 7:33,26.6,75.1
2021/08/11 7:33,26.6,75.1
2021/08/11 7:33,26.5,75.1
2021/08/11 7:34,26.6,75.1
2021/08/11 7:34,26.6,75.1
2021/08/11 7:34,26.6,75.1
2021/08/11 7:34,26.6,75.1
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:34,26.6,75
2021/08/11 7:35,26.6,75
2021/08/11 7:35,26.6,75
2021/08/11 7:35,26.7,74.9
2021/08/11 7:35,26.7,74.9
2021/08/11 7:35,26.6,74.9
2021/08/11 7:35,26.7,74.8
2021/08/11 7:35,26.7,74.8
2021/08/11 7:35,26.7,74.8
2021/08/11 7:35,26.7,74.8
2021/08/11 7:35,26.7,74.8
2021/08/11 7:35,26.7,74.8
2021/08/11 7:35,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.8
2021/08/11 7:36,26.7,74.7
2021/08/11 7:36,26.7,74.7
2021/08/11 7:36,26.7,74.7
2021/08/11 7:36,26.7,74.7
2021/08/11 7:37,26.7,74.7
2021/08/11 7:37,26.7,74.7
2021/08/11 7:37,26.7,74.7
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.7,74.6
2021/08/11 7:37,26.8,74.4
2021/08/11 7:37,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:38,26.8,74.4
2021/08/11 7:39,26.8,74.4
2021/08/11 7:39,26.8,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.3
2021/08/11 7:39,26.9,74.2
2021/08/11 7:39,26.9,74.2
2021/08/11 7:39,26.9,74.2
2021/08/11 7:40,26.9,74.2
2021/08/11 7:40,26.9,74.2
2021/08/11 7:40,26.9,74.2
2021/08/11 7:40,26.9,74.2
2021/08/11 7:40,26.9,74.2
2021/08/11 7:40,26.9,74.2
2021/08/11 7:40,27,74.1
2021/08/11 7:40,27,74.1
2021/08/11 7:40,27,74.1
2021/08/11 7:40,27,74.1
2021/08/11 7:40,27,74.1
2021/08/11 7:40,27,74
2021/08/11 7:41,27,74
2021/08/11 7:41,27,74
2021/08/11 7:41,27,74
2021/08/11 7:41,27,74
2021/08/11 7:41,27,73.9
2021/08/11 7:41,27,73.9
2021/08/11 7:41,27.1,73.8
2021/08/11 7:41,27,73.9
2021/08/11 7:41,27.1,73.8
2021/08/11 7:41,27.1,73.8
2021/08/11 7:41,27.1,73.7
2021/08/11 7:41,27.1,73.7
2021/08/11 7:42,27.1,73.7
2021/08/11 7:42,27.1,73.7
2021/08/11 7:42,27.1,73.6
2021/08/11 7:42,27.1,73.6
2021/08/11 7:42,27.1,73.6
2021/08/11 7:42,27.1,73.6
2021/08/11 7:42,27.1,73.5
2021/08/11 7:42,27.2,73.4
2021/08/11 7:42,27.2,73.4
2021/08/11 7:42,27.2,73.4
2021/08/11 7:42,27.2,73.3
2021/08/11 7:42,27.2,73.3
2021/08/11 7:43,27.2,73.3
2021/08/11 7:43,27.2,73.2
2021/08/11 7:43,27.2,73.2
2021/08/11 7:43,27.2,73.2
2021/08/11 7:43,27.2,73.1
2021/08/11 7:43,27.2,73.1
2021/08/11 7:43,27.2,73.1
2021/08/11 7:43,27.3,73
2021/08/11 7:43,27.3,73
2021/08/11 7:43,27.3,72.9
2021/08/11 7:43,27.3,72.9
2021/08/11 7:43,27.3,72.9
2021/08/11 7:44,27.3,72.8
2021/08/11 7:44,27.3,72.8
2021/08/11 7:44,27.3,72.7
2021/08/11 7:44,27.3,72.7
2021/08/11 7:44,27.3,72.7
2021/08/11 7:44,27.3,72.7
2021/08/11 7:44,27.3,72.6
2021/08/11 7:44,27.3,72.6
2021/08/11 7:44,27.4,72.5
2021/08/11 7:44,27.4,72.5
2021/08/11 7:44,27.4,72.5
2021/08/11 7:44,27.4,72.4
2021/08/11 7:45,27.4,72.4
2021/08/11 7:45,27.3,72.4
2021/08/11 7:45,27.4,72.4
2021/08/11 7:45,27.4,72.3
2021/08/11 7:45,27.4,72.3
2021/08/11 7:45,27.4,72.3
2021/08/11 7:45,27.4,72.3
2021/08/11 7:45,27.4,72.3
2021/08/11 7:45,27.4,72.3
2021/08/11 7:45,27.4,72.2
2021/08/11 7:45,27.4,72.2
2021/08/11 7:45,27.4,72.1
2021/08/11 7:46,27.4,72.1
2021/08/11 7:46,27.4,72
2021/08/11 7:46,27.4,71.9
2021/08/11 7:46,27.2,71.9
2021/08/11 7:46,27.4,71.8
2021/08/11 7:46,27.4,71.7
2021/08/11 7:46,27.4,71.7
2021/08/11 7:46,27.3,71.7
2021/08/11 7:46,27.4,71.6
2021/08/11 7:46,27.3,71.7
2021/08/11 7:46,27.1,71.7
2021/08/11 7:46,27.3,71.6
2021/08/11 7:47,27.2,71.6
2021/08/11 7:47,27.3,71.5
2021/08/11 7:47,27.3,71.5
2021/08/11 7:47,27.3,71.6
2021/08/11 7:47,27.2,71.6
2021/08/11 7:47,27.3,71.6
2021/08/11 7:47,27.2,71.6
2021/08/11 7:47,27.2,71.6
2021/08/11 7:47,27.3,71.6
2021/08/11 7:47,27.3,71.6
2021/08/11 7:47,27.3,71.7
2021/08/11 7:47,27.3,71.7
2021/08/11 7:48,27.3,71.7
2021/08/11 7:48,27.3,71.7
2021/08/11 7:48,27.3,71.7
2021/08/11 7:48,27.3,71.8
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:48,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.7
2021/08/11 7:49,27.4,71.6
2021/08/11 7:49,27.4,71.6
2021/08/11 7:49,27.4,71.6
2021/08/11 7:50,27.4,71.6
2021/08/11 7:50,27.4,71.6
2021/08/11 7:50,27.4,71.6
2021/08/11 7:50,27.4,71.5
2021/08/11 7:50,27.4,71.5
2021/08/11 7:50,27.4,71.5
2021/08/11 7:50,27.4,71.4
2021/08/11 7:50,27.3,71.4
2021/08/11 7:50,27.4,71.3
2021/08/11 7:50,27.4,71.3
2021/08/11 7:50,27.3,71.4
2021/08/11 7:50,27.4,71.3
2021/08/11 7:51,27.4,71.2
2021/08/11 7:51,27.4,71.2
2021/08/11 7:51,27.4,71.2
2021/08/11 7:51,27.5,71.1
2021/08/11 7:51,27.4,71.2
2021/08/11 7:51,27.5,71.1
2021/08/11 7:51,27.5,71.1
2021/08/11 7:51,27.5,71.1
2021/08/11 7:51,27.5,71
2021/08/11 7:51,27.5,71
2021/08/11 7:51,27.5,71
2021/08/11 7:51,27.5,71
2021/08/11 7:52,27.5,71
2021/08/11 7:52,27.5,71
2021/08/11 7:52,27.5,71
2021/08/11 7:52,27.5,71
2021/08/11 7:52,27.5,71
2021/08/11 7:52,27.6,70.9
2021/08/11 7:52,27.5,71
2021/08/11 7:52,27.6,70.9
2021/08/11 7:52,27.5,70.9
2021/08/11 7:52,27.5,70.9
2021/08/11 7:52,27.5,70.9
2021/08/11 7:52,27.5,70.9
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.5,70.8
2021/08/11 7:53,27.5,70.8
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.5,70.8
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.5,70.8
2021/08/11 7:53,27.6,70.8
2021/08/11 7:53,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.6,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:54,27.5,70.8
2021/08/11 7:55,27.5,70.8
2021/08/11 7:55,27.5,70.8
2021/08/11 7:55,27.5,70.7
2021/08/11 7:55,27.5,70.7
2021/08/11 7:55,27.6,70.7
2021/08/11 7:55,27.6,70.7
2021/08/11 7:55,27.5,70.7
2021/08/11 7:55,27.5,70.7
2021/08/11 7:55,27.6,70.7
2021/08/11 7:55,27.5,70.7
2021/08/11 7:55,27.5,70.7
2021/08/11 7:55,27.5,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:56,27.6,70.7
2021/08/11 7:57,27.6,70.7
2021/08/11 7:57,27.6,70.7
2021/08/11 7:57,27.6,70.6
2021/08/11 7:57,27.6,70.6
2021/08/11 7:57,27.7,70.5
2021/08/11 7:57,27.7,70.5
2021/08/11 7:57,27.7,70.5
2021/08/11 7:57,27.7,70.5
2021/08/11 7:57,27.7,70.5
2021/08/11 7:57,27.7,70.5
2021/08/11 7:57,27.7,70.4
2021/08/11 7:57,27.7,70.4
2021/08/11 7:58,27.7,70.4
2021/08/11 7:58,27.8,70.4
2021/08/11 7:58,27.8,70.4
2021/08/11 7:58,27.8,70.4
2021/08/11 7:58,27.8,70.4
2021/08/11 7:58,27.8,70.4
2021/08/11 7:58,27.8,70.4
2021/08/11 7:58,27.8,70.3
2021/08/11 7:58,27.8,70.3
2021/08/11 7:58,27.8,70.3
2021/08/11 7:58,27.8,70.3
2021/08/11 7:58,27.8,70.2
2021/08/11 7:59,27.8,70.2
2021/08/11 7:59,27.8,70.2
2021/08/11 7:59,27.8,70.1
2021/08/11 7:59,27.8,70.1
2021/08/11 7:59,27.8,70.1
2021/08/11 7:59,27.8,70.1
2021/08/11 7:59,27.8,70
2021/08/11 7:59,27.8,70
2021/08/11 7:59,27.8,70
2021/08/11 7:59,27.8,70
2021/08/11 7:59,27.8,70
2021/08/11 7:59,27.8,70
2021/08/11 8:00,27.8,70
2021/08/11 8:00,27.7,70
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.8,69.9
2021/08/11 8:00,27.9,69.8
2021/08/11 8:01,27.8,69.8
2021/08/11 8:01,27.9,69.8
2021/08/11 8:01,27.9,69.8
2021/08/11 8:01,27.9,69.8
2021/08/11 8:01,27.9,69.8
2021/08/11 8:01,27.9,69.8
2021/08/11 8:01,27.9,69.7
2021/08/11 8:01,27.9,69.7
2021/08/11 8:01,27.9,69.7
2021/08/11 8:01,27.9,69.7
2021/08/11 8:01,27.9,69.7
2021/08/11 8:01,27.9,69.7
2021/08/11 8:02,27.9,69.7
2021/08/11 8:02,27.9,69.7
2021/08/11 8:02,27.9,69.7
2021/08/11 8:02,27.9,69.7
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:02,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.8,69.7
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,27.9,69.6
2021/08/11 8:03,28,69.5
2021/08/11 8:04,28,69.5
2021/08/11 8:04,27.9,69.6
2021/08/11 8:04,27.9,69.6
2021/08/11 8:04,27.9,69.6
2021/08/11 8:04,28,69.5
2021/08/11 8:04,28,69.5
2021/08/11 8:04,28,69.5
2021/08/11 8:04,28,69.5
2021/08/11 8:04,28,69.5
2021/08/11 8:04,28,69.5
2021/08/11 8:04,27.9,69.6
2021/08/11 8:04,28,69.5
2021/08/11 8:05,28,69.6
2021/08/11 8:05,28,69.6
2021/08/11 8:05,27.9,69.7
2021/08/11 8:05,28,69.5
2021/08/11 8:05,28,69.5
2021/08/11 8:05,27.9,69.6
2021/08/11 8:05,27.9,69.6
2021/08/11 8:05,27.9,69.6
2021/08/11 8:05,27.9,69.6
2021/08/11 8:05,27.9,69.6
2021/08/11 8:05,27.9,69.6
2021/08/11 8:05,27.9,69.6
2021/08/11 8:06,27.9,69.6
2021/08/11 8:06,28,69.5
2021/08/11 8:06,27.9,69.6
2021/08/11 8:06,28,69.5
2021/08/11 8:06,28,69.5
2021/08/11 8:06,28,69.5
2021/08/11 8:06,28,69.5
2021/08/11 8:06,27.9,69.6
2021/08/11 8:06,27.9,69.6
2021/08/11 8:06,27.9,69.6
2021/08/11 8:06,28,69.5
2021/08/11 8:06,27.9,69.6
2021/08/11 8:07,27.8,69.7
2021/08/11 8:07,27.9,69.6
2021/08/11 8:07,27.9,69.6
2021/08/11 8:07,27.9,69.7
